0,1,4294967296,3
0,1,4294967297,3718
1,1,4294967296,96
1,1,4294967297,602
2,1,4294967296,1
2,1,4294967297,104
3,1,4294967296,1
3,1,4294967297,143
4,1,4294967297,16670
5,1,4294967296,2
5,1,4294967297,1192
6,1,4294967297,180
7,1,4294967297,16
8,1,4294967297,0
0,4,17179869184,5084
0,4,17179869185,2
1,4,17179869184,536
1,4,17179869185,47
2,4,17179869184,142
2,4,17179869185,0
3,4,17179869184,163
3,4,17179869185,0
4,4,17179869184,10700
5,4,17179869184,4211
5,4,17179869185,2
6,4,17179869184,1538
7,4,17179869184,255
7,4,17179869185,0
8,4,17179869184,14
9,4,17179869184,1
0,7,30064771072,6204
0,7,30064771073,1
1,7,30064771072,578
1,7,30064771073,63
2,7,30064771072,148
2,7,30064771073,0
3,7,30064771072,189
3,7,30064771073,0
4,7,30064771072,12045
5,7,30064771072,4160
5,7,30064771073,2
6,7,30064771072,1633
7,7,30064771072,253
8,7,30064771072,19
9,7,30064771072,0
0,2,8589934592,3823
1,2,8589934592,661
2,2,8589934592,138
3,2,8589934592,152
4,2,8589934592,14448
5,2,8589934592,1531
6,2,8589934592,207
7,2,8589934592,18
8,2,8589934592,1
0,5,21474836480,4690
1,5,21474836480,520
2,5,21474836480,135
3,5,21474836480,174
4,5,21474836480,12361
5,5,21474836480,1576
6,5,21474836480,951
7,5,21474836480,164
8,5,21474836480,7
9,5,21474836480,0
0,6,25769803776,11662
1,6,25769803776,558
2,6,25769803776,146
3,6,25769803776,174
4,6,25769803776,22824
5,6,25769803776,13048
6,6,25769803776,1587
7,6,25769803776,203
8,6,25769803776,6
9,6,25769803776,1
0,0,0,3454
1,0,0,670
2,0,0,103
3,0,0,6935
5,0,0,1310
6,0,0,118
7,0,0,16
8,0,0,1
0,3,12884901888,4392
1,3,12884901888,754
2,3,12884901888,147
3,3,12884901888,175
4,3,12884901888,20720
5,3,12884901888,656
6,3,12884901888,228
7,3,12884901888,16
8,3,12884901888,11
