0,6,25769803776,572
0,6,25769803777,90
1,6,25769803776,12
1,6,25769803777,1
2,6,25769803776,6
2,6,25769803777,1
3,6,25769803776,291
3,6,25769803777,48
4,6,25769803776,4116
5,6,25769803776,0
6,6,25769803776,146
6,6,25769803777,99
7,6,25769803777,112
8,6,25769803776,9
8,6,25769803777,0
9,6,25769803777,1
10,6,25769803776,2
12,6,25769803776,2
0,0,0,551
1,0,0,14
2,0,0,6
3,0,0,295
5,0,0,4352
6,0,0,1584
7,0,0,8
8,0,0,5
9,0,0,2
0,7,30064771072,590
1,7,30064771072,5
2,7,30064771072,2
3,7,30064771072,4861
5,7,30064771072,75
7,7,30064771072,3
0,4,17179869184,596
1,4,17179869184,10
2,4,17179869184,4
3,4,17179869184,303
5,4,17179869184,4283
6,4,17179869184,403
7,4,17179869184,23
8,4,17179869184,23
9,4,17179869184,2
0,1,4294967296,576
0,1,4294967297,0
1,1,4294967296,9
1,1,4294967297,1
2,1,4294967296,2
2,1,4294967297,0
3,1,4294967296,290
3,1,4294967297,0
4,1,4294967296,4645
4,1,4294967297,0
5,1,4294967296,32
6,1,4294967296,249
6,1,4294967297,0
7,1,4294967296,2
8,1,4294967296,10
9,1,4294967296,0
10,1,4294967296,0
0,5,21474836480,571
1,5,21474836480,14
2,5,21474836480,7
3,5,21474836480,284
5,5,21474836480,4650
6,5,21474836480,232
7,5,21474836480,31
8,5,21474836480,5
9,5,21474836480,4
10,5,21474836480,0
11,5,21474836480,3
13,5,21474836480,0
0,2,8589934592,590
1,2,8589934592,6
2,2,8589934592,2
3,2,8589934592,289
6,2,8589934592,4531
7,2,8589934592,17
8,2,8589934592,76
9,2,8589934592,3
10,2,8589934592,4
0,3,12884901888,612
1,3,12884901888,7
2,3,12884901888,2
3,3,12884901888,295
5,3,12884901888,4472
6,3,12884901888,1
7,3,12884901888,575
8,3,12884901888,1
9,3,12884901888,2
10,3,12884901888,0
11,3,12884901888,0
