0,25,107374182400,3547
1,25,107374182400,1999
2,25,107374182400,130
3,25,107374182400,120
4,25,107374182400,2551
5,25,107374182400,1215
6,25,107374182400,175
7,25,107374182400,18
8,25,107374182400,2
0,29,124554051584,3822
1,29,124554051584,2273
2,29,124554051584,116
3,29,124554051584,2459
5,29,124554051584,545
6,29,124554051584,62
7,29,124554051584,10
8,29,124554051584,2
0,15,64424509440,1791
1,15,64424509440,2078
2,15,64424509440,89
3,15,64424509440,101
4,15,64424509440,2557
5,15,64424509440,1244
6,15,64424509440,287
7,15,64424509440,52
8,15,64424509440,13
9,15,64424509440,1
0,14,60129542144,1574
1,14,60129542144,1987
2,14,60129542144,104
3,14,60129542144,108
4,14,60129542144,1846
5,14,60129542144,1734
6,14,60129542144,303
7,14,60129542144,70
8,14,60129542144,11
9,14,60129542144,1
0,7,30064771072,1410
0,7,30064771073,1
1,7,30064771072,1995
1,7,30064771073,18
2,7,30064771072,86
2,7,30064771073,0
3,7,30064771072,104
3,7,30064771073,0
4,7,30064771072,1891
5,7,30064771072,1320
5,7,30064771073,1
6,7,30064771072,274
7,7,30064771072,48
8,7,30064771072,11
9,7,30064771072,1
0,18,77309411328,1735
1,18,77309411328,2026
2,18,77309411328,105
3,18,77309411328,106
4,18,77309411328,2173
5,18,77309411328,1902
6,18,77309411328,349
7,18,77309411328,63
8,18,77309411328,10
9,18,77309411328,0
0,32,137438953472,6514
0,32,137438953474,1
0,32,137438953473,0
0,32,137438953475,1
0,32,137438953476,7
1,32,137438953472,2156
1,32,137438953474,8
1,32,137438953473,8
1,32,137438953475,22
1,32,137438953476,28
2,32,137438953472,180
2,32,137438953474,0
2,32,137438953473,0
2,32,137438953475,0
2,32,137438953476,0
3,32,137438953472,170
3,32,137438953474,0
3,32,137438953473,1
3,32,137438953475,0
3,32,137438953476,0
4,32,137438953472,4240
5,32,137438953472,1529
5,32,137438953474,1
5,32,137438953473,1
5,32,137438953475,1
5,32,137438953476,0
6,32,137438953472,212
6,32,137438953474,0
6,32,137438953473,0
6,32,137438953475,1
6,32,137438953476,0
7,32,137438953472,19
8,32,137438953472,2
0,22,94489280512,5510
0,22,94489280513,1
1,22,94489280512,2279
1,22,94489280513,10
2,22,94489280512,145
2,22,94489280513,0
3,22,94489280512,127
