25769803776 0
25769803776 8589934592
25769803776 30064771072
25769803776 12884901888
25769803777 21474836480
25769803777 30064771072
12884901888 0
12884901888 25769803776
12884901888 4294967296
12884901888 8589934592
8589934592 25769803776
8589934592 4294967296
8589934592 17179869184
8589934592 12884901888
8589934592 21474836481
21474836480 25769803777
21474836482 17179869184
21474836481 8589934592
21474836481 17179869184
30064771072 25769803776
30064771072 0
30064771072 25769803777
17179869184 4294967296
17179869184 8589934592
17179869184 21474836481
17179869184 21474836482
4294967296 17179869184
4294967296 8589934592
4294967296 12884901888
4294967296 0
0 25769803776
0 12884901888
0 30064771072
0 4294967296
