12884901888 0
12884901888 4294967296
12884901888 8589934592
17179869184 25769803776
17179869184 21474836480
17179869184 25769803777
8589934592 12884901888
8589934592 0
30064771072 4294967296
30064771072 25769803776
30064771072 4294967297
25769803776 4294967296
25769803776 21474836480
25769803776 17179869184
25769803776 30064771072
25769803777 17179869184
4294967296 25769803776
4294967296 21474836480
4294967296 12884901888
4294967296 30064771072
4294967296 0
4294967297 30064771072
0 12884901888
0 21474836480
0 8589934592
0 4294967296
21474836480 4294967296
21474836480 0
21474836480 25769803776
21474836480 17179869184
